URL,Brand,Item Type,Size,Price,Original Price,Material,Condition,Item ID
https://www.thredup.com/product/women-silk-aqua-black-casual-dress/101281679?query_id=642697512218345472&result_id=642737185632346112,Aqua,Casual Dress,Size M ,$5.59,$190,100% Silk,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #101281679
https://www.thredup.com/product/women-rayon-elan-black-romper/99367239?query_id=642697512218345472&result_id=642737185632346112,Elan,Romper,Size S ,$8.99,$71,100% Rayon,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #99367239
https://www.thredup.com/product/women-cotton-club-monaco-ivory-casual-dress/123045038?query_id=642697512218345472&result_id=642737185632346112,Club Monaco,Casual Dress,Size 8 ,$28.79,$230,100% Cotton,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #123045038
https://www.thredup.com/product/women-polyester-shein-red-casual-dress/120479384?query_id=642697512218345472&result_id=642737185632346112,Shein,Casual Dress,Size S ,$12.59,$30,100% Polyester,"This item is in excellent condition with only light signs of wear, if any.",Item #120479384
https://www.thredup.com/product/women-cotton-universal-thread-red-romper/120173195?query_id=642697512218345472&result_id=642737185632346112,Universal Thread,Romper,Size S ,$10.49,$24,100% Cotton,"This item is in excellent condition with only light signs of wear, if any.",Item #120173195
https://www.thredup.com/product/women-cotton-sarin-mathews-red-casual-dress/119418052?query_id=642697512218345472&result_id=642737185632346112,Sarin Mathews,Casual Dress,Size M ,$9.79,$30,"60% Cotton, 35% Polyamide, 5% Spandex",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #119418052
https://www.thredup.com/product/women-polyester-shein-black-casual-dress/118757760?query_id=642697512218345472&result_id=642737185632346112,Shein,Casual Dress,Size M ,$9.79,$30,"96% Polyester, 4% Spandex","This item is in excellent condition with only light signs of wear, if any.",Item #118757760
https://www.thredup.com/product/women-rayon-express-black-casual-dress/120193004?query_id=642697512218345472&result_id=642737185632346112,Express,Casual Dress,Size XS ,$11.89,$54,"65% Rayon, 35% Nylon","This item is in excellent condition with only light signs of wear, if any.",Item #120193004
https://www.thredup.com/product/women-cotton-h-and-m-black-casual-dress/119499513?query_id=642697512218345472&result_id=642737185632346112,H&M,Casual Dress,Size 6 ,$11.89,$30,"67% Cotton, 29% Polyester, 4% Elastane",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #119499513
https://www.thredup.com/product/women-cotton-trafaluc-by-zara-black-casual-dress/119633681?query_id=642697512218345472&result_id=642737185632346112,Trafaluc by Zara,Casual Dress,Size M ,$11.89,$60,100% Cotton,"This item is in excellent condition with only light signs of wear, if any.",Item #119633681
https://www.thredup.com/product/women-polyester-by-deep-los-angeles-black-casual-dress/119836796?query_id=642697512218345472&result_id=642737185632346112,By Deep Los Angeles,Casual Dress,Size M ,$11.89,$36,"98% Polyester, 2% Spandex","This item is in excellent condition with only light signs of wear, if any.",Item #119836796
https://www.thredup.com/product/women-polyester-material-girl-purple-casual-dress/118975591?query_id=642697512218345472&result_id=642737185632346112,Material Girl,Casual Dress,Size S ,$10.49,$48,"92% Polyester, 8% Spandex",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #118975591
https://www.thredup.com/product/women-cotton-gap-outlet-gray-casual-dress/119158772?query_id=642697512218345472&result_id=642737185632346112,Gap Outlet,Casual Dress,Size M ,$9.09,$36,100% Cotton,"This item is in excellent condition with only light signs of wear, if any.",Item #119158772
https://www.thredup.com/product/women-spandex-ann-taylor-loft-outlet-black-casual-dress/120400504?query_id=642697512218345472&result_id=642737185632346112,Ann Taylor LOFT Outlet,Casual Dress,Size XS ,$11.89,$36,"5% Spandex, 95% Rayon","This item is in excellent condition with only light signs of wear, if any.",Item #120400504
https://www.thredup.com/product/women-polyester-cooperative-black-casual-dress/119535327?query_id=642697512218345472&result_id=642737185632346112,Cooperative,Casual Dress,Size M ,$11.19,$60,"96% Polyester, 4% Elastane","This item is in excellent condition with only light signs of wear, if any.",Item #119535327
https://www.thredup.com/product/women-rayon-flutter-and-squeak-blue-casual-dress/118680597?query_id=642697512218345472&result_id=642737185632346112,Flutter & Squeak,Casual Dress,Size M ,$9.09,$60,"90% Rayon, 10% Lycra","This item is in excellent condition with only light signs of wear, if any.",Item #118680597
https://www.thredup.com/product/women-polyester-show-me-your-mumu-blue-casual-dress/117733931?query_id=642697512218345472&result_id=642737185632346112,Show Me Your Mumu,Casual Dress,Size M ,$38.99,$167,100% Polyester,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #117733931
https://www.thredup.com/product/women-polyester-white-by-vera-wang-gray-cocktail-dress/97313092?query_id=642697512218345472&result_id=642737185632346112,White by Vera Wang,Cocktail Dress,Size 2 ,$29.99,$179,"58% Polyester, 25% Nylon, 17% Metallic",This item is brand new with tags still attached.,Item #97313092
https://www.thredup.com/product/women-cotton-ann-taylor-loft-blue-casual-dress/120113297?query_id=642697512218345472&result_id=642737185632346112,Ann Taylor LOFT,Casual Dress,Size M ,$14.69,$70,"92% Cotton, 8% Silk",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #120113297
https://www.thredup.com/product/women-rayon-old-navy-black-casual-dress/121227691?query_id=642697512218345472&result_id=642737185632346112,Old Navy,Casual Dress,Size XS ,$13.29,$40,"95% Rayon, 5% Spandex","This item is in excellent condition with only light signs of wear, if any.",Item #121227691
https://www.thredup.com/product/women-polyester-lularoe-red-casual-dress/120137863?query_id=642697512218345472&result_id=642737185632346112,Lularoe,Casual Dress,Size XXS ,$16.79,$48,"96% Polyester, 4% Spandex","This item is in excellent condition with only light signs of wear, if any.",Item #120137863
https://www.thredup.com/product/women-zara-pink-casual-dress/120199249?query_id=642697512218345472&result_id=642737185632346112,Zara,Casual Dress,Size XS ,$17.49,$46,Material unknown,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #120199249
https://www.thredup.com/product/women-polyester-april-cornell-blue-casual-dress/119779794?query_id=642697512218345472&result_id=642737185632346112,April Cornell,Casual Dress,Size S ,$16.09,$71,100% Polyester,"This item is in excellent condition with only light signs of wear, if any.",Item #119779794
https://www.thredup.com/product/women-lyocell-zara-black-casual-dress/120302407?query_id=642697512218345472&result_id=642737185632346112,Zara,Casual Dress,Size XS ,$17.49,$46,"70% Lyocell, 30% Polyester",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #120302407
https://www.thredup.com/product/women-polyester-lularoe-pink-casual-dress/120333843?query_id=642697512218345472&result_id=642737185632346112,Lularoe,Casual Dress,Size XS ,$15.39,$48,"96% Polyester, 4% Spandex",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #120333843
https://www.thredup.com/product/women-polyester-bar-iii-black-romper/120296486?query_id=642697512218345472&result_id=642737185632346112,Bar III,Romper,Size XS ,$15.39,$48,100% Polyester,"This item is in excellent condition with only light signs of wear, if any.",Item #120296486
https://www.thredup.com/product/women-polyester-halogen-black-casual-dress/120240099?query_id=642697512218345472&result_id=642737185632346112,Halogen,Casual Dress,Size S ,$17.49,$95,"69% Polyester, 29% Viscose, 2% Spandex","This item is in good condition with minor signs of wear: minor stain, minor wear on fabric.",Item #120240099
https://www.thredup.com/product/women-polyester-lularoe-maroon-casual-dress/120257815?query_id=642697512218345472&result_id=642737185632346112,Lularoe,Casual Dress,Size S ,$14.69,$48,"95% Polyester, 5% Spandex",This item is brand new with tags still attached.,Item #120257815
https://www.thredup.com/product/women-polyester-zara-green-casual-dress/120322377?query_id=642697512218345472&result_id=642737185632346112,Zara,Casual Dress,Size XS ,$16.79,$46,100% Polyester,"This item is in good condition with minor signs of wear: minor wear on fabric, minor stain.",Item #120322377
https://www.thredup.com/product/women-rayon-lularoe-gray-casual-dress/120194092?query_id=642697512218345472&result_id=642737185632346112,Lularoe,Casual Dress,Size S ,$14.69,$48,"64% Rayon, 32% Polyester, 4% Spandex","This item is in excellent condition with only light signs of wear, if any.",Item #120194092
https://www.thredup.com/product/women-tencel-velvet-heart-blue-casual-dress/121282546?query_id=642697512218345472&result_id=642737185632346112,Velvet Heart,Casual Dress,Size XS ,$15.39,$95,100% Tencel,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #121282546
https://www.thredup.com/product/women-rayon-ann-taylor-loft-blue-casual-dress/121144720?query_id=642697512218345472&result_id=642737185632346112,Ann Taylor LOFT,Casual Dress,Size S ,$13.99,$70,"72% Rayon, 24% Polyester, 4% Spandex",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #121144720
https://www.thredup.com/product/women-wayf-brown-romper/120382642?query_id=642697512218345472&result_id=642737185632346112,WAYF,Romper,Size S ,$13.99,$60,Material unknown,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #120382642
https://www.thredup.com/product/women-viscose-ann-taylor-loft-green-casual-dress/118341353?query_id=642697512218345472&result_id=642737185632346112,Ann Taylor LOFT,Casual Dress,Size S ,$8.99,$70,100% Viscose,"This item is in excellent condition with only light signs of wear, if any.",Item #118341353
https://www.thredup.com/product/women-polyester-lulus-blue-casual-dress/115032765?query_id=642697512218345472&result_id=642737185632346112,Lulu's,Casual Dress,Size M ,$7.19,$60,100% Polyester,"This item is in good condition with minor signs of wear: minor wear on fabric, minor stain.",Item #115032765
https://www.thredup.com/product/women-cotton-old-navy-black-romper/111141852?query_id=642697512218345472&result_id=642737185632346112,Old Navy,Romper,Size XS ,$7.79,$35,"96% Cotton, 4% Spandex","This item is in excellent condition with only light signs of wear, if any.",Item #111141852
https://www.thredup.com/product/women-rayon-lynn-ritchie-black-casual-dress/113979493?query_id=642697512218345472&result_id=642737185632346112,Lynn Ritchie,Casual Dress,Size S ,$8.99,$71,"95% Rayon, 5% Spandex",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #113979493
https://www.thredup.com/product/women-mng-suit-tan-casual-dress/113972985?query_id=642697512218345472&result_id=642737185632346112,MNG Suit,Casual Dress,Size S ,$8.99,$36,Material unknown,"This item is in excellent condition with only light signs of wear, if any.",Item #113972985
https://www.thredup.com/product/women-viscose-amazon-essentials-tan-casual-dress/110559256?query_id=642697512218345472&result_id=642737185632346112,Amazon Essentials,Casual Dress,Size L ,$7.79,$36,"95% Viscose, 5% Elastane","This item is in excellent condition with only light signs of wear, if any.",Item #110559256
https://www.thredup.com/product/women-cotton-zara-trf-green-casual-dress/114020812?query_id=642697512218345472&result_id=642737185632346112,Zara TRF,Casual Dress,Size M ,$8.99,$60,100% Cotton,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #114020812
https://www.thredup.com/product/women-motel-black-casual-dress/113990735?query_id=642697512218345472&result_id=642737185632346112,Motel,Casual Dress,Size S ,$7.79,$60,Material unknown,"This item is in excellent condition with only light signs of wear, if any.",Item #113990735
https://www.thredup.com/product/women-cotton-maje-burgundy-casual-dress/114139622?query_id=642697512218345472&result_id=642737185632346112,Maje,Casual Dress,Size Lg (3) ,$29.99,$295,100% Cotton,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #114139622
https://www.thredup.com/product/women-rayon-moulinette-soeurs-black-casual-dress/113744990?query_id=642697512218345472&result_id=642737185632346112,Moulinette Soeurs,Casual Dress,Size S ,$23.99,$167,"50% Rayon, 46% Nylon, 4% Spandex","This item is in excellent condition with only light signs of wear, if any.",Item #113744990
https://www.thredup.com/product/women-polyester-sandro-black-casual-dress/110918309?query_id=642697512218345472&result_id=642737185632346112,Sandro,Casual Dress,Size Med (2) ,$20.49,$265,100% Polyester,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #110918309
https://www.thredup.com/product/women-nic-zoe-black-casual-dress/120102056?query_id=642697512218345472&result_id=642737185632346112,Nic + Zoe,Casual Dress,Size M ,$18.89,$119,Material unknown,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #120102056
https://www.thredup.com/product/women-polyester-bar-iii-black-casual-dress/107762775?query_id=642697512218345472&result_id=642737185632346112,Bar III,Casual Dress,Size M ,$5.39,$48,100% Polyester,"This item is in excellent condition with only light signs of wear, if any.",Item #107762775
https://www.thredup.com/product/women-modal-tavik-gray-romper/108176328?query_id=642697512218345472&result_id=642737185632346112,Tavik,Romper,Size XS ,$7.79,$48,"71% Modal, 26% Polyester, 3% Spandex","This item is in excellent condition with only light signs of wear, if any.",Item #108176328
https://www.thredup.com/product/women-linen-blue-rain-blue-casual-dress/107649360?query_id=642697512218345472&result_id=642737185632346112,Blue Rain,Casual Dress,Size M ,$5.99,$48,"55% Linen, 45% Rayon",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #107649360
https://www.thredup.com/product/women-polyester-bar-iii-blue-casual-dress/107590241?query_id=642697512218345472&result_id=642737185632346112,Bar III,Casual Dress,Size M ,$5.99,$48,"74% Polyester, 23% Rayon, 3% Spandex","This item is in excellent condition with only light signs of wear, if any.",Item #107590241
https://www.thredup.com/product/women-fashion-nova-gray-romper/117933329?query_id=642697512218345472&result_id=642737185632346112,Fashion Nova,Romper,Size XS ,$8.39,$24,Material unknown,This item is brand new with tags still attached.,Item #117933329
https://www.thredup.com/product/women-polyester-london-times-black-casual-dress/101503762?query_id=642697512218345472&result_id=642737185632346112,London Times,Casual Dress,Size 6 ,$6.99,$95,"95% Polyester, 5% Spandex",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #101503762
https://www.thredup.com/product/women-polyester-ann-taylor-loft-green-casual-dress/118165930?query_id=642697512218345472&result_id=642737185632346112,Ann Taylor LOFT,Casual Dress,Size S ,$7.79,$70,100% Polyester,"This item is in excellent condition with only light signs of wear, if any.",Item #118165930
https://www.thredup.com/product/women-polyester-kenzie-black-cocktail-dress/118030768?query_id=642697512218345472&result_id=642737185632346112,Kenzie,Cocktail Dress,Size 4 ,$9.59,$39,100% Polyester,This item is brand new with tags still attached.,Item #118030768
https://www.thredup.com/product/women-cotton-h-and-m-black-casual-dress/117955417?query_id=642697512218345472&result_id=642737185632346112,H&M,Casual Dress,Size S ,$7.79,$30,"48% Cotton, 48% Viscose, 4% Elastane","This item is in excellent condition with only light signs of wear, if any.",Item #117955417
https://www.thredup.com/product/women-polyester-japna-blue-romper/117725837?query_id=642697512218345472&result_id=642737185632346112,Japna,Romper,Size S ,$7.79,$24,100% Polyester,"This item is in excellent condition with only light signs of wear, if any.",Item #117725837
https://www.thredup.com/product/women-nylon-ann-taylor-loft-outlet-pink-casual-dress/117866952?query_id=642697512218345472&result_id=642737185632346112,Ann Taylor LOFT Outlet,Casual Dress,Size 8 ,$9.59,$36,100% Nylon,"This item is in excellent condition with only light signs of wear, if any.",Item #117866952
https://www.thredup.com/product/women-polyester-a-new-day-green-romper/118027620?query_id=642697512218345472&result_id=642737185632346112,A New Day,Romper,Size XS ,$7.79,$30,100% Polyester,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #118027620
https://www.thredup.com/product/women-silk-arden-b-green-casual-dress/117980814?query_id=642697512218345472&result_id=642737185632346112,Arden B.,Casual Dress,Size S ,$9.59,$36,100% Silk,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #117980814
https://www.thredup.com/product/women-cotton-basics-blue-casual-dress/117964460?query_id=642697512218345472&result_id=642737185632346112,Basics,Casual Dress,Size M ,$9.59,$36,"95% Cotton, 5% Elastane","This item is in excellent condition with only light signs of wear, if any.",Item #117964460
https://www.thredup.com/product/women-rayon-old-navy-green-casual-dress/117945018?query_id=642697512218345472&result_id=642737185632346112,Old Navy,Casual Dress,Size M ,$9.59,$40,"93% Rayon, 7% Spandex",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #117945018
https://www.thredup.com/product/women-alya-blue-casual-dress/118119617?query_id=642697512218345472&result_id=642737185632346112,Alya,Casual Dress,Size S ,$7.19,$36,Material unknown,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #118119617
https://www.thredup.com/product/women-polyester-material-girl-red-cocktail-dress/118081556?query_id=642697512218345472&result_id=642737185632346112,Material Girl,Cocktail Dress,Size S ,$9.59,$60,"94% Polyester, 6% Spandex","This item is in excellent condition with only light signs of wear, if any.",Item #118081556
https://www.thredup.com/product/women-polyester-andree-by-unit-black-casual-dress/117981687?query_id=642697512218345472&result_id=642737185632346112,Andree by UNIT,Casual Dress,Size M ,$7.79,$60,100% Polyester,"This item is in excellent condition with only light signs of wear, if any.",Item #117981687
https://www.thredup.com/product/women-cotton-new-york-and-company-pink-casual-dress/117961974?query_id=642697512218345472&result_id=642737185632346112,New York & Company,Casual Dress,Size XS ,$8.99,$60,100% Cotton,"This item is in excellent condition with only light signs of wear, if any.",Item #117961974
https://www.thredup.com/product/women-nylon-ml-monique-lhuillier-purple-like-candy-dress/93536560?query_id=642697512218345472&result_id=642737185632346112,ML Monique Lhuillier,Like Candy Dress,Size 6 ,$6.59,$498,"55% Nylon, 45% Rayon","This heavily discounted item still has a lot of life left, but may show signs of wear. Signs of wear include: pilling throughout.",Item #93536560
https://www.thredup.com/product/women-polyester-tobi-pink-casual-dress/94951467?query_id=642697512218345472&result_id=642737185632346112,TOBI,Casual Dress,Size M ,$14.39,$95,100% Polyester,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #94951467
https://www.thredup.com/product/women-polyester-lularoe-blue-casual-dress/112228442?query_id=642697512218345472&result_id=642737185632346112,Lularoe,Casual Dress,Size XS ,$5.99,$48,"95% Polyester, 5% Spandex","This item is in excellent condition with only light signs of wear, if any.",Item #112228442
https://www.thredup.com/product/women-polyester-jessica-howard-black-casual-dress/107366151?query_id=642697512218345472&result_id=642737185632346112,Jessica Howard,Casual Dress,Size 10 ,$5.99,$71,100% Polyester,"This item is in excellent condition with only light signs of wear, if any.",Item #107366151
https://www.thredup.com/product/women-rayon-no-comment-blue-casual-dress/105554345?query_id=642697512218345472&result_id=642737185632346112,No Comment,Casual Dress,Size S ,$7.69,$60,100% Rayon,This item is brand new with tags still attached.,Item #105554345
https://www.thredup.com/product/women-rayon-old-navy-yellow-casual-dress/109100260?query_id=642697512218345472&result_id=642737185632346112,Old Navy,Casual Dress,Size M ,$5.99,$40,"70% Rayon, 30% Linen","This item is in excellent condition with only light signs of wear, if any.",Item #109100260
https://www.thredup.com/product/women-polyester-doublju-yellow-casual-dress/109005671?query_id=642697512218345472&result_id=642737185632346112,Doublju,Casual Dress,Size M ,$7.79,$48,"95% Polyester, 5% Spandex",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #109005671
https://www.thredup.com/product/women-cotton-gap-blue-casual-dress/105639399?query_id=642697512218345472&result_id=642737185632346112,Gap,Casual Dress,Size 4 ,$5.59,$70,100% Cotton,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #105639399
https://www.thredup.com/product/women-polyester-assorted-brands-black-casual-dress/105470753?query_id=642697512218345472&result_id=642737185632346112,Assorted Brands,Casual Dress,Size M ,$6.99,$48,100% Polyester,"This item is in excellent condition with only light signs of wear, if any.",Item #105470753
https://www.thredup.com/product/women-polyester-old-navy-black-casual-dress/109085524?query_id=642697512218345472&result_id=642737185632346112,Old Navy,Casual Dress,Size M ,$7.19,$40,100% Polyester,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #109085524
https://www.thredup.com/product/women-polyester-assorted-brands-maroon-casual-dress/109000454?query_id=642697512218345472&result_id=642737185632346112,Assorted Brands,Casual Dress,Size M ,$5.39,$48,100% Polyester,"This item is in excellent condition with only light signs of wear, if any.",Item #109000454
https://www.thredup.com/product/women-polyester-ab-studio-gray-casual-dress/105550533?query_id=642697512218345472&result_id=642737185632346112,AB Studio,Casual Dress,Size S ,$6.99,$48,"68% Polyester, 27% Rayon, 5% Spandex","This item is in excellent condition with only light signs of wear, if any.",Item #105550533
https://www.thredup.com/product/women-rayon-lou-and-grey-black-casual-dress/105512150?query_id=642697512218345472&result_id=642737185632346112,Lou & Grey,Casual Dress,Size XS ,$6.99,$71,"97% Rayon, 3% Spandex",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #105512150
https://www.thredup.com/product/women-rayon-old-navy-blue-casual-dress/109100676?query_id=642697512218345472&result_id=642737185632346112,Old Navy,Casual Dress,Size M ,$7.19,$40,"95% Rayon, 5% Spandex",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #109100676
https://www.thredup.com/product/women-silk-parker-tan-casual-dress/115202922?query_id=642697512218345472&result_id=642737185632346112,Parker,Casual Dress,Size XS ,$25.19,$238,100% Silk,"This item is in excellent condition with only light signs of wear, if any.",Item #115202922
https://www.thredup.com/product/women-fashion-yellow-casual-dress/107118416?query_id=642697512218345472&result_id=642737185632346112,Fashion,Casual Dress,Size L ,$5.59,$48,Material unknown,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #107118416
https://www.thredup.com/product/women-polyester-max-studio-black-casual-dress/103406858?query_id=642697512218345472&result_id=642737185632346112,Max Studio,Casual Dress,Size XS ,$7.19,$128,100% Polyester,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #103406858
https://www.thredup.com/product/women-polyester-madewell-gray-casual-dress/103151898?query_id=642697512218345472&result_id=642737185632346112,Madewell,Casual Dress,Size XXS ,$7.19,$119,"44% Polyester, 44% Cotton, 8% Viscose, 4% Elastane","This item is in excellent condition with only light signs of wear, if any.",Item #103151898
https://www.thredup.com/product/women-silk-john-callanan-black-casual-dress/104320448?query_id=642697512218345472&result_id=642737185632346112,John Callanan,Casual Dress,Size 8 ,$7.79,$95,100% Silk,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #104320448
https://www.thredup.com/product/women-wool-jcrew-black-casual-dress/107371561?query_id=642697512218345472&result_id=642737185632346112,J.Crew,Casual Dress,Size 0 ,$8.49,$118,100% Wool,"This item is in excellent condition with only light signs of wear, if any.",Item #107371561
https://www.thredup.com/product/women-modal-mod-ref-tan-casual-dress/106660311?query_id=642697512218345472&result_id=642737185632346112,Mod Ref,Casual Dress,Size S ,$6.49,$119,"38% Modal, 36% Polyester, 26% Tencel","This item is in excellent condition with only light signs of wear, if any.",Item #106660311
https://www.thredup.com/product/women-rayon-bcbgeneration-blue-romper/105969487?query_id=642697512218345472&result_id=642737185632346112,BCBGeneration,Romper,Size M ,$7.99,$98,100% Rayon,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #105969487
https://www.thredup.com/product/women-viscose-rollas-ivory-casual-dress/107633847?query_id=642697512218345472&result_id=642737185632346112,Rolla's,Casual Dress,Size S ,$8.49,$119,100% Viscose,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #107633847
https://www.thredup.com/product/women-rayon-jcrew-black-casual-dress/107560526?query_id=642697512218345472&result_id=642737185632346112,J.Crew,Casual Dress,Size XS ,$8.49,$118,"40% Rayon, 60% Cotton",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #107560526
https://www.thredup.com/product/women-cotton-lularoe-maroon-casual-dress/105797485?query_id=642697512218345472&result_id=642737185632346112,Lularoe,Casual Dress,Size XXS ,$7.19,$48,"50% Cotton, 50% Polyester",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #105797485
https://www.thredup.com/product/women-acetate-donna-ricco-black-casual-dress/105238183?query_id=642697512218345472&result_id=642737185632346112,Donna Ricco,Casual Dress,Size 8 ,$7.49,$143,"76% Acetate, 22% Nylon, 2% Spandex","This item is in excellent condition with only light signs of wear, if any.",Item #105238183
https://www.thredup.com/product/women-polyester-maje-brown-cocktail-dress/124783371?query_id=642697512218345472&result_id=642737185632346112,Maje,Cocktail Dress,Size 40 (FR) ,,$865,"92% Polyester, 8% Spandex",This item is brand new with tags still attached.,Item #124783371
https://www.thredup.com/product/women-viscose-alexia-admor-blue-jumpsuit/109128480?query_id=642697512218345472&result_id=642737185632346112,Alexia Admor,Jumpsuit,Size 8 ,,$238,"70% Viscose, 30% Linen",This item is brand new with tags still attached.,Item #109128480
https://www.thredup.com/product/women-rayon-bebe-pink-cocktail-dress/124458618?query_id=642697512218345472&result_id=642737185632346112,Bebe,Cocktail Dress,Size S ,$26.59,$159,"86% Rayon, 14% Spandex","This item is in excellent condition with only light signs of wear, if any.",Item #124458618
https://www.thredup.com/product/women-rayon-laundry-by-shelli-segal-black-casual-dress/101337529?query_id=642697512218345472&result_id=642737185632346112,Laundry by Shelli Segal,Casual Dress,Size S ,$7.79,$225,"82% Rayon, 18% Cotton",This item is brand new with tags still attached.,Item #101337529
https://www.thredup.com/product/women-wool-elie-tahari-brown-casual-dress/108893504?query_id=642697512218345472&result_id=642737185632346112,Elie Tahari,Casual Dress,Size 6 ,$20.49,$398,"80% Wool, 17% Nylon, 3% Elastane",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #108893504
https://www.thredup.com/product/women-michael-michael-kors-green-casual-dress/117826889?query_id=642697512218345472&result_id=642779641061154816,MICHAEL Michael Kors,Casual Dress,Size XS ,$17.99,$90,Material unknown,"This item is in excellent condition with only light signs of wear, if any.",Item #117826889
https://www.thredup.com/product/women-cotton-talbots-blue-casual-dress/117488808?query_id=642697512218345472&result_id=642779641061154816,Talbots,Casual Dress,Size S ,$18.59,$139,100% Cotton,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #117488808
https://www.thredup.com/product/women-nylon-calvin-klein-black-casual-dress/117359430?query_id=642697512218345472&result_id=642779641061154816,Calvin Klein,Casual Dress,Size 8 ,$22.19,$139,"65% Nylon, 35% Rayon","This item is in excellent condition with only light signs of wear, if any.",Item #117359430
https://www.thredup.com/product/women-cotton-gap-blue-casual-dress/108921274?query_id=642697512218345472&result_id=642779641061154816,Gap,Casual Dress,Size L ,$5.99,$70,100% Cotton,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #108921274
https://www.thredup.com/product/women-polyester-assorted-brands-black-casual-dress/98782991?query_id=642697512218345472&result_id=642779641061154816,Assorted Brands,Casual Dress,Size L ,$7.79,$48,"70% Polyester, 25% Viscose, 5% Elastane",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #98782991
https://www.thredup.com/product/women-rayon-adrianna-papell-black-casual-dress/113864809?query_id=642697512218345472&result_id=642779641061154816,Adrianna Papell,Casual Dress,Size 10 ,$16.19,$119,"45% Rayon, 55% Linen","This item is in excellent condition with only light signs of wear, if any.",Item #113864809
https://www.thredup.com/product/women-polyester-jcrew-white-casual-dress/110316479?query_id=642697512218345472&result_id=642779641061154816,J.Crew,Casual Dress,Size XS ,$8.49,$118,100% Polyester,"This item is in excellent condition with only light signs of wear, if any.",Item #110316479
https://www.thredup.com/product/women-cotton-max-studio-green-casual-dress/111131941?query_id=642697512218345472&result_id=642779641061154816,Max Studio,Casual Dress,Size XS ,$8.49,$128,"60% Cotton, 40% Rayon",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #111131941
https://www.thredup.com/product/women-silk-kenneth-cole-new-york-black-casual-dress/110507186?query_id=642697512218345472&result_id=642779641061154816,Kenneth Cole New York,Casual Dress,Size S ,$9.99,$119,"56% Silk, 26% Nylon, 18% Viscose",This item is in good condition with minor signs of wear: minor stain.,Item #110507186
https://www.thredup.com/product/women-pandora-black-casual-dress/110415488?query_id=642697512218345472&result_id=642779641061154816,Pandora,Casual Dress,Size XS ,$9.99,$286,Material unknown,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #110415488
https://www.thredup.com/product/women-cotton-jcrew-white-casual-dress/110317669?query_id=642697512218345472&result_id=642779641061154816,J.Crew,Casual Dress,Size XS ,$9.99,$118,100% Cotton,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #110317669
https://www.thredup.com/product/women-polyester-muse-purple-casual-dress/110365286?query_id=642697512218345472&result_id=642779641061154816,Muse,Casual Dress,Size 4 ,$9.99,$143,"95% Polyester, 5% Spandex","This item is in excellent condition with only light signs of wear, if any.",Item #110365286
https://www.thredup.com/product/women-viscose-max-studio-purple-casual-dress/110296022?query_id=642697512218345472&result_id=642779641061154816,Max Studio,Casual Dress,Size S ,$9.99,$128,"92% Viscose, 8% Spandex",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #110296022
